Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Defense Response To Fungus (GO:0050832),8/29,6.175559388341216e-10,1.2264660945245657e-06,0,0,35.84761904761905,760.1577762303689,CX3CR1;CLEC4A;CLEC7A;S100A12;NRG1;CLEC4E;S100A9;S100A8
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),18/308,8.475109352342105e-09,8.41578358687571e-06,0,0,6.049241379310345,112.4320004745442,IFITM2;CSF3R;DUSP1;LRRK2;HNRNPU;IRAK3;LILRB2;LILRA2;HIF1A;LILRA3;YBX3;ZFP36L2;EREG;ZFP36L1;MNDA;PTPN6;PLP2;IL7R
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),16/320,4.883798049455727e-07,0.0003074669891063812,0,0,5.075039082855654,73.75134311707181,FCN1;CEBPB;TRAF3IP3;TGFB1;SLC11A1;LILRB2;LILRA2;POU2F2;HIF1A;EREG;RUNX1;FGR;PTPRC;CLEC7A;CYP1B1;LCP1
GO_Biological_Process_2023,B Cell Receptor Signaling Pathway (GO:0050853),7/46,6.192688602344032e-07,0.0003074669891063812,0,0,16.794385709077652,240.0711472972417,IGHG3;IGHG1;MEF2C;IGHG2;PTPRC;PRKCB;MNDA
GO_Biological_Process_2023,Hemopoiesis (GO:0030097),9/101,1.6141304800334796e-06,0.0006299365625151136,0,0,9.2162471395881,122.91445362479551,NOTCH2;CEBPB;TGFB1;PTPRC;TET2;IL7R;EVI2B;ZFP36L2;RUNX1
GO_Biological_Process_2023,Mesenchymal Cell Differentiation (GO:0048762),7/54,1.9031316088069896e-06,0.0006299365625151136,0,0,13.930119995966525,183.4876772893547,DDX17;MEF2C;DDX5;TGFB1;CTNNB1;S100A4;HIF1A
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),19/525,5.242741408624759e-06,0.0014874406339326,0,0,3.637197846942221,44.22347389455541,CX3CR1;TGFB1;PRKCB;IQGAP1;THBS1;FKBP1A;FGR;PTPRC;CLEC7A;EEF1D;TNFSF10;S100A12;FLNA;ADAM8;S100A4;PTPN6;HCST;S100A9;S100A8
GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),10/155,7.984739292572658e-06,0.0019158058792521,0,0,6.510941644562334,76.42529255992216,LGALS2;TGFB1;S100A12;ADAM8;NRG1;LCP1;S100A9;THBS1;S100A8;EREG
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),9/127,1.07296708987521e-05,0.0019158058792521,0,0,7.176060335739194,82.11205369245924,CLEC4A;CX3CR1;PTPRC;CLEC7A;IRAK3;PTPN6;LCP1;LILRA2;THBS1
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),12/236,1.1472582172871732e-05,0.0019158058792521,0,0,5.086165048543689,57.85792750400573,CEBPB;TGFB1;SLC11A1;FPR1;CYBB;ADAM8;FOS;LYZ;S100A9;THBS1;CD44;S100A8
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),23/766,1.1473761519444088e-05,0.0019158058792521,0,0,3.022376367463851,34.38088440790959,CDKN2D;JUN;JUND;BTG1;TGFB1;TESC;C1ORF56;NRG1;THBS1;TOB1;EREG;RUNX1;ZFP36L1;BST1;CLEC7A;NAMPT;CYP1B1;TSPO;CTNNB1;MDM4;PTPN6;TIMP1;IL7R
GO_Biological_Process_2023,Epithelial To Mesenchymal Transition (GO:0001837),6/47,1.157586633989207e-05,0.0019158058792521,0,0,13.627013345605157,154.89264793728958,DDX17;DDX5;TGFB1;CTNNB1;S100A4;HIF1A
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),9/134,1.6538430651544875e-05,0.0023658551108111,0,0,6.77178947368421,74.55620861042084,IGHG3;IGHG1;MEF2C;IGHG2;PTPRC;PRKCB;FYN;MNDA;PRAM1
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),12/245,1.6677729884872427e-05,0.0023658551108111,0,0,4.8874536439018295,53.76900977777916,LGALS2;JUN;BCL2A1;CLEC7A;LRRK2;TNFSF10;CYP1B1;CTNNB1;NRG1;MNDA;DUSP6;RHOB
GO_Biological_Process_2023,Antifungal Innate Immune Response (GO:0061760),4/16,2.254931905092364e-05,0.002824701840455,0,0,30.79439252336449,329.4940163345006,CX3CR1;CLEC4A;CLEC7A;CLEC4E
GO_Biological_Process_2023,Regulation Of Innate Immune Response (GO:0045088),7/78,2.275691311544883e-05,0.002824701840455,0,0,9.210132834924238,98.4622290932124,FGR;IRAK3;ADAM8;PTPN6;SAMHD1;YWHAZ;EREG
GO_Biological_Process_2023,Regulation Of Interleukin-6 Production (GO:0032675),8/114,3.582351914553501e-05,0.0041850299425313,0,0,7.071338724168913,72.3886292540527,CLEC7A;IRAK3;PTPN6;LCP1;LILRB2;POU2F2;LILRA2;EREG
GO_Biological_Process_2023,Leukocyte Aggregation (GO:0070486),3/7,4.328503234742615e-05,0.0045256019071932,0,0,68.99302325581395,693.2214520048454,S100A9;CD44;S100A8
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),12/270,4.3296292163480326e-05,0.0045256019071932,0,0,4.408218559494243,44.29132716762958,LGALS2;JUN;BTG1;BCL2A1;TNFSF10;CYP1B1;CTNNB1;NRG1;MNDA;CTSS;DUSP6;RHOB
GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),6/60,4.797459493265952e-05,0.004763877276813,0,0,10.339622641509434,102.82588207084596,FCN1;PTPRC;CLEC7A;SLC11A1;RAB27A;CFP
GO_Biological_Process_2023,Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),7/90,5.7633616999209735e-05,0.0054504934933538,0,0,7.873750927882145,76.85886799165205,BST1;TGFB1;PTPRC;NRG1;FYN;PTPN6;CD44
GO_Biological_Process_2023,Positive Regulation Of Defense Response (GO:0031349),8/124,6.530250542910005e-05,0.0058950352628269,0,0,6.458456486042693,62.23678775605069,LGALS2;MEF2C;S100A12;ADAM8;LCP1;S100A9;S100A8;EREG
GO_Biological_Process_2023,Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014),3/8,6.869900645712525e-05,0.0059320098619065,0,0,55.19162790697674,529.0545723063175,DDX17;DDX5;MEF2C
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),10/204,8.432789983024126e-05,0.0069781337109524,0,0,4.854282315622521,45.53704081294693,FGR;CEBPB;SLC11A1;S100A12;RNASE2;CFP;LYZ;LYST;S100A9;S100A8
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),18/594,9.529213374871444e-05,0.0073293446571772,0,0,3.0009375,27.784369781178214,TGFB1;NRG1;LILRA2;TNFRSF1B;THBS1;EREG;ZFP36L1;CDC42;BST1;CLEC7A;NAMPT;CTNNB1;ADAM8;PTPN6;TIMP1;IL7R;S100A9;S100A8
GO_Biological_Process_2023,MAPK Cascade (GO:0000165),7/98,9.915830452274344e-05,0.0073293446571772,0,0,7.17863652934743,66.17836382264119,PPP1CB;MEF2C;TGFB1;LRRK2;ZFP36L2;DUSP6;ZFP36L1
GO_Biological_Process_2023,Regulation Of Granulocyte Differentiation (GO:0030852),3/9,0.00010222000597180806,0.0073293446571772,0,0,45.990697674418605,422.5801513937459,TESC;EVI2B;RUNX1
GO_Biological_Process_2023,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",4/23,0.00010333416435093748,0.0073293446571772,0,0,19.44220363994097,178.43165033685762,HNRNPU;TOB1;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Regulation Of Neuroblast Proliferation (GO:1902692),4/24,0.00012294607092199915,0.0084196860983134,0,0,18.469158878504672,166.29196160828317,CX3CR1;VCAN;LRRK2;CTNNB1
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),7/104,0.00014410624489533282,0.009539833412071,0,0,6.732545072555822,59.549089970848925,BTG1;PRKCB;CYP1B1;HIF1A;THBS1;RUNX1;RHOB
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),14/406,0.00015594657297646663,0.0097503221370432,0,0,3.394607843137255,29.757122475633107,CX3CR1;MEF2C;JUN;TESC;AQP9;IQGAP1;FOS;LILRB2;RASGRP2;TNFRSF1B;ZFP36L1;RAP1B;CAPN2;LCP1
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),12/310,0.00016052197859248618,0.0097503221370432,0,0,3.808692252557503,33.276847711944185,NOTCH2;MEF2C;TGFB1;PTPRC;GLIPR2;LRRK2;S100A12;ADAM8;NRG1;IQGAP1;THBS1;CD44
GO_Biological_Process_2023,Response To Glucocorticoid (GO:0051384),4/26,0.0001700468582089387,0.0097503221370432,0,0,16.788445199660153,145.7142444197647,IL1RN;HNRNPU;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Protein Localization To Cell Surface (GO:0034394),4/26,0.0001700468582089387,0.0097503221370432,0,0,16.788445199660153,145.7142444197647,FCN1;FLNA;CTNNB1;ARF6
GO_Biological_Process_2023,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),5/48,0.0001718334717001579,0.0097503221370432,0,0,10.775739709575282,93.41472308229132,ITGAM;TGFB1;CLEC7A;RAB27A;THBS1
GO_Biological_Process_2023,Positive Regulation Of Interleukin-6 Production (GO:0032755),6/76,0.00018128458984662752,0.0100008665398722,0,0,7.969811320754717,68.66345070679805,CLEC7A;LCP1;LILRB2;LILRA2;POU2F2;EREG
GO_Biological_Process_2023,Neutrophil Activation Involved In Immune Response (GO:0002283),3/11,0.00019757575542276787,0.0106050121694491,0,0,34.48953488372093,294.17464135936007,STXBP2;LILRA2;VAMP2
GO_Biological_Process_2023,Response To Lipid (GO:0033993),7/110,0.000204312666379816,0.010678025142903,0,0,6.338425435972944,53.85036916089604,CDKN2D;TGFB1;SLC11A1;CTNNB1;IRAK3;S100A9;S100A8
GO_Biological_Process_2023,Regulation Of MAP Kinase Activity (GO:0043405),7/114,0.000254678217043234,0.0129689984371246,0,0,6.100234752181423,50.4825518859919,MEF2C;TGFB1;DUSP1;LRRK2;S100A12;IRAK3;THBS1
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),19/705,0.0002750174565003598,0.0136546167152428,0,0,2.6577786893651933,21.79026631162888,NOTCH2;MEF2C;JUN;BCL2A1;NRG1;YWHAZ;THBS1;DUSP6;RHOB;LGALS2;TNFSF10;CYP1B1;FLNA;CTNNB1;FYN;MNDA;PTPN6;EVI2B;CD44
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),16/537,0.00028255817938171166,0.0136868425427336,0,0,2.9282605803766555,23.928650538966732,CDKN2D;CDA;BTG1;TGFB1;DUSP1;TESC;NRG1;THBS1;TOB1;EREG;RHOB;CYP1B1;TXNIP;CTNNB1;MDM4;PTPN6
GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),5/54,0.00030099838050334814,0.013913866751305,0,0,9.453386988598256,76.6518966932512,MEF2C;TGFB1;NRG1;HIF1A;THBS1
GO_Biological_Process_2023,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),4/30,0.00030125693368888,0.013913866751305,0,0,14.20273184759166,115.14931679272318,FCN1;CLEC7A;FYN;LILRA2
GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),6/84,0.0003135974551455321,0.0141546487708869,0,0,7.149492017416546,57.67781465021838,CX3CR1;SERPINB1;CLEC7A;MNDA;LCP1;LILRA2
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),7/119,0.0003312046023562613,0.0142395686583665,0,0,5.826421800947867,46.68580251536728,BTG1;PRKCB;CYP1B1;HIF1A;THBS1;RUNX1;RHOB
GO_Biological_Process_2023,T Cell Differentiation In Thymus (GO:0033077),3/13,0.000336988784966378,0.0142395686583665,0,0,27.588837209302326,220.585469382004,PTPRC;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Positive Regulation Of Superoxide Anion Generation (GO:0032930),3/13,0.000336988784966378,0.0142395686583665,0,0,27.588837209302326,220.585469382004,ITGAM;TGFB1;CLEC7A
GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),8/159,0.0003632503087304442,0.0150294815237221,0,0,4.952633238725954,39.22692746020372,CX3CR1;MEF2C;SLC11A1;IRAK3;LILRB2;TNFRSF1B;S100A9;S100A8
GO_Biological_Process_2023,Regulation Of Neuron Death (GO:1901214),5/58,0.0004210046721186734,0.0161229359017765,0,0,8.7381521835415,67.92049148625188,MEF2C;ITGAM;LRRK2;FYN;TNFRSF1B
GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),5/58,0.0004210046721186734,0.0161229359017765,0,0,8.7381521835415,67.92049148625188,FGR;PTPRC;CLEC7A;SLC11A1;RAB27A
GO_Biological_Process_2023,Regulation Of Superoxide Anion Generation (GO:0032928),3/14,0.00042545458737013926,0.0161229359017765,0,0,25.07949260042283,194.67585815645464,ITGAM;TGFB1;CLEC7A
GO_Biological_Process_2023,"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",3/14,0.00042545458737013926,0.0161229359017765,0,0,25.07949260042283,194.67585815645464,TOB1;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),9/205,0.0004302696892216303,0.0161229359017765,0,0,4.303144224196855,33.354094146064924,BTG1;PRKCB;CYP1B1;CTNNB1;NRG1;HIF1A;THBS1;RUNX1;RHOB
GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),4/33,0.0004384708674408492,0.016125984124769,0,0,12.73155011279407,98.44311057650904,MEF2C;TGFB1;NRG1;THBS1
GO_Biological_Process_2023,Regulation Of miRNA Transcription (GO:1902893),5/59,0.0004559525303709855,0.0164640313693959,0,0,8.575899843505477,65.97544250320661,DDX5;JUN;TGFB1;FOS;HIF1A
GO_Biological_Process_2023,Negative Regulation Of Mitotic Cell Cycle (GO:0045930),4/34,0.0004927200090940664,0.0171786081814604,0,0,12.306542056074766,93.72132606354924,BTG1;CTNNB1;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),5/60,0.0004930416245434264,0.0171786081814604,0,0,8.419547588561674,64.11415569704452,SERPINB1;CSTA;SERPINA1;NRG1;TIMP1
GO_Biological_Process_2023,Cellular Response To Corticosteroid Stimulus (GO:0071384),3/15,0.000527554545862341,0.0174620554680434,0,0,22.98837209302325,173.49918193270972,HNRNPU;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Defense Response To Protozoan (GO:0042832),3/15,0.000527554545862341,0.0174620554680434,0,0,22.98837209302325,173.49918193270972,CLEC7A;SLC11A1;LYST
GO_Biological_Process_2023,Epiboly Involved In Wound Healing (GO:0090505),3/15,0.000527554545862341,0.0174620554680434,0,0,22.98837209302325,173.49918193270972,FLNA;LCP1;CD44
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),10/257,0.0005406776724126906,0.0176030468428131,0,0,3.8023590781687946,28.60395818115528,CSF3R;IRAK3;PTPN6;LILRB2;PLP2;LILRA2;IL7R;TNFRSF1B;LILRA3;EREG
GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),6/96,0.0006419578554905495,0.0203043265918438,0,0,6.192452830188679,45.5206458389331,MEF2C;JUN;TGFB1;FOS;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Regulation Of Stem Cell Proliferation (GO:0072091),3/16,0.0006440949523092468,0.0203043265918438,0,0,21.218962432915923,155.90981489988994,PTPRC;HNRNPU;ZFP36L1
GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Migration (GO:0010596),4/37,0.0006840058256119185,0.0209586692252105,0,0,11.18606627017842,81.51895151121852,MEF2C;TGFB1;NRG1;THBS1
GO_Biological_Process_2023,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),8/175,0.0006859584590325698,0.0209586692252105,0,0,4.474479612204164,32.595212490608496,FKBP1A;PRKCB;CLEC7A;EEF1D;TNFSF10;S100A12;FLNA;S100A4
GO_Biological_Process_2023,Response To Transforming Growth Factor Beta (GO:0071559),4/38,0.000758003707449046,0.0226594190761851,0,0,10.8565145684442,78.00212776796603,MEF2C;TGFB1;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),3/17,0.0007758512070395703,0.0226594190761851,0,0,19.70232558139535,141.09918582051242,TGFB1;PTPRC;IL7R
GO_Biological_Process_2023,Cellular Response To Glucocorticoid Stimulus (GO:0071385),3/17,0.0007758512070395703,0.0226594190761851,0,0,19.70232558139535,141.09918582051242,HNRNPU;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),4/39,0.0008374830301934544,0.0241049463473072,0,0,10.545794392523364,74.71810863584302,CEBPB;LST1;MNDA;LILRB2
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),14/483,0.0008832131882098773,0.0249726242250197,0,0,2.8260169739537604,19.87239296329818,MEF2C;TGFB1;HNRNPU;NRG1;THBS1;EREG;BST1;PTPRC;CLEC7A;NAMPT;S100A6;PTPN6;TIMP1;IL7R
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),9/227,0.0008927776032106776,0.0249726242250197,0,0,3.864536236337299,27.133577683605075,CDKN2D;CDC42;CDA;BTG1;TGFB1;NRG1;RASGRP2;S100A9;S100A8
GO_Biological_Process_2023,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),4/40,0.0009226625791399416,0.0251261242939768,0,0,10.25233644859813,71.64585902009536,TESC;EVI2B;ZFP36L1;RUNX1
GO_Biological_Process_2023,Positive Regulation Of Neuroblast Proliferation (GO:0002052),3/18,0.0009235685163445672,0.0251261242939768,0,0,18.387906976744187,128.4811893053483,CX3CR1;VCAN;CTNNB1
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),12/379,0.0009686833055240147,0.0258934328394353,0,0,3.081664506229994,21.385435264980064,CDKN2D;BTG1;TGFB1;TESC;CYP1B1;CTNNB1;MDM4;NRG1;PTPN6;THBS1;TOB1;EREG
GO_Biological_Process_2023,Positive Regulation Of Inflammatory Response (GO:0050729),6/104,0.0009778486721841156,0.0258934328394353,0,0,5.684636118598383,39.39541301215059,LGALS2;S100A12;ADAM8;LCP1;S100A9;S100A8
GO_Biological_Process_2023,Positive Regulation Of Protein Transport (GO:0051222),5/70,0.0010006217942772,0.0261478274136138,0,0,7.120621162874684,49.18308224193571,TGFB1;CHP1;ADAM8;VAMP2;ARF6
GO_Biological_Process_2023,Cellular Response To Organonitrogen Compound (GO:0071417),6/105,0.001027840305463,0.0261703954698672,0,0,5.626929674099485,38.714938740507165,RAP1B;MEF2C;AQP9;CAPN2;CTNNB1;ZFP36L1
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),6/105,0.001027840305463,0.0261703954698672,0,0,5.626929674099485,38.714938740507165,DDX5;CEBPB;BCL2A1;CYP1B1;TNFRSF1B;CRIP1
GO_Biological_Process_2023,Cellular Response To Hypoxia (GO:0071456),5/72,0.0011366182736053,0.0266051329473898,0,0,6.907364585523089,46.82984484208351,TGFB1;ADAM8;MDM4;HIF1A;ZFP36L1
GO_Biological_Process_2023,Negative Regulation Of Cell Adhesion (GO:0007162),5/72,0.0011366182736053,0.0266051329473898,0,0,6.907364585523089,46.82984484208351,TGFB1;PTPRC;DUSP1;CYP1B1;NRG1
GO_Biological_Process_2023,Autocrine Signaling (GO:0035425),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,CX3CR1;S100A9
GO_Biological_Process_2023,Morphogenesis Of An Endothelium (GO:0003159),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,CTNNB1;RHOB
GO_Biological_Process_2023,Neutrophil Degranulation (GO:0043312),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,STXBP2;VAMP2
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,MEF2C;TGFB1
GO_Biological_Process_2023,Positive Regulation Of Granulocyte Differentiation (GO:0030854),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,TESC;RUNX1
GO_Biological_Process_2023,Regulation Of Blood Vessel Remodeling (GO:0060312),2/5,0.0011573396892369,0.0266051329473898,0,0,61.0462962962963,412.7725465050546,TGFB1;NRG1
GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),7/147,0.001165481654795,0.0266051329473898,0,0,4.654502369668246,31.43939870512456,CSTA;FLNA;MDM4;IRAK3;LILRB2;PFDN5;TOB1
GO_Biological_Process_2023,Cellular Response To Decreased Oxygen Levels (GO:0036294),5/73,0.0012095290664755,0.0268020010452513,0,0,6.805440486053576,45.71571113216938,TGFB1;ADAM8;MDM4;HIF1A;ZFP36L1
GO_Biological_Process_2023,Cellular Response To Reactive Oxygen Species (GO:0034614),5/73,0.0012095290664755,0.0268020010452513,0,0,6.805440486053576,45.71571113216938,JUN;CYP1B1;FYN;FOS;RHOB
GO_Biological_Process_2023,Positive Regulation Of miRNA Transcription (GO:1902895),4/43,0.0012145921923829,0.0268020010452513,0,0,9.462257368799424,63.52341619900088,JUN;TGFB1;FOS;HIF1A
GO_Biological_Process_2023,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),3/20,0.0012697202416234,0.0274093956506973,0,0,16.22298221614227,108.19039814635182,FGR;FYN;MYO1G
GO_Biological_Process_2023,Response To Fibroblast Growth Factor (GO:0071774),3/20,0.0012697202416234,0.0274093956506973,0,0,16.22298221614227,108.19039814635182,ZFP36L2;CD44;ZFP36L1
GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),4/44,0.0013247615558628,0.0282900693542327,0,0,9.225233644859811,61.13122102374303,BST1;MEF2C;PTPRC;MNDA
GO_Biological_Process_2023,Regulation Of Fat Cell Differentiation (GO:0045598),5/75,0.0013656534826331,0.0285493454369416,0,0,6.610328638497653,43.6025356340565,CEBPB;TGFB1;LCP1;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Negative Regulation Of Phosphorylation (GO:0042326),5/75,0.0013656534826331,0.0285493454369416,0,0,6.610328638497653,43.6025356340565,CDKN2D;TGFB1;LRRK2;HNRNPU;CHP1
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),7/152,0.0014141745446691,0.0289541303681741,0,0,4.492858310181402,29.478583632942367,RAP1B;MEF2C;TGFB1;AQP9;CYP1B1;CTNNB1;ZFP36L1
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),7/152,0.0014141745446691,0.0289541303681741,0,0,4.492858310181402,29.478583632942367,CX3CR1;PRKCB;CLEC7A;S100A12;IRAK3;S100A9;S100A8
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),9/244,0.0014765889940999,0.0299235279824745,0,0,3.581858902575588,23.34663005922702,NOTCH2;TGFB1;PTPRC;GLIPR2;NRG1;PTPN6;YWHAZ;DUSP6;CD44
GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),9/246,0.0015618101062962,0.0302130853486056,0,0,3.5512688510689845,22.94797901185436,CX3CR1;PRKCB;CLEC7A;S100A12;CTNNB1;ADAM8;IRAK3;S100A9;S100A8
GO_Biological_Process_2023,T Cell Differentiation (GO:0030217),4/46,0.0015656976367736,0.0302130853486056,0,0,8.785046728971963,56.74633974972248,TGFB1;PTPRC;ZFP36L2;ZFP36L1
GO_Biological_Process_2023,Response To Glucose (GO:0009749),4/46,0.0015656976367736,0.0302130853486056,0,0,8.785046728971963,56.74633974972248,TRA2B;LCP1;THBS1;VAMP2
GO_Biological_Process_2023,Epithelial Cell Migration (GO:0010631),4/46,0.0015656976367736,0.0302130853486056,0,0,8.785046728971963,56.74633974972248,ZEB2;CYP1B1;S100A12;S100A9
GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),6/114,0.001571159333791,0.0302130853486056,0,0,5.15566037735849,33.28464180535666,CDC42;BST1;CAPN2;NRG1;S100A9;S100A8
GO_Biological_Process_2023,Cellular Response To Growth Factor Stimulus (GO:0071363),7/155,0.0015821555268152,0.0302130853486056,0,0,4.401114384526707,28.382641887717785,MEF2C;TGFB1;CTNNB1;IQGAP1;ZFP36L2;CD44;ZFP36L1
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),5/78,0.0016270486753866,0.030774463517314,0,0,6.337706604926362,40.694335103937206,PTPRC;CLEC7A;LCP1;LILRA2;THBS1
GO_Biological_Process_2023,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),3/22,0.0016879335699648,0.031204068940986,0,0,14.513831089351283,92.65992958458143,FGR;FYN;MYO1G
GO_Biological_Process_2023,Cellular Response To Cadmium Ion (GO:0071276),3/22,0.0016879335699648,0.031204068940986,0,0,14.513831089351283,92.65992958458143,JUN;SLC11A1;FOS
GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),4/47,0.0016968980088753,0.031204068940986,0,0,8.58030862855901,54.73338885951768,JUN;TGFB1;THBS1;EREG
GO_Biological_Process_2023,SMAD Protein Complex Assembly (GO:0007183),2/6,0.0017235458016829,0.0314033207536,0,0,45.782407407407405,291.33047096383444,FKBP1A;TGFB1
GO_Biological_Process_2023,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),6/117,0.0017936766013269,0.0323840157294126,0,0,5.015553289138195,31.715790026162583,MEF2C;TGFB1;LRRK2;S100A12;ADAM8;THBS1
GO_Biological_Process_2023,Positive Regulation Of Immune Response (GO:0050778),5/80,0.0018205924292642,0.0325738429235923,0,0,6.168075117370892,38.9118774844052,ITGAM;PTPRC;NRG1;CFP;EREG
GO_Biological_Process_2023,Positive Regulation Of Protein Targeting To Membrane (GO:0090314),3/23,0.0019256246247889,0.0341454509359889,0,0,13.787441860465115,86.20604756304726,ITGAM;CHP1;FYN
GO_Biological_Process_2023,Regulation Of Protein Kinase Activity (GO:0045859),6/119,0.0019547746818484,0.0343555975057617,0,0,4.926281516112874,30.72758412792365,FGR;PTPRC;LRRK2;CHP1;IQGAP1;EREG
GO_Biological_Process_2023,Positive Regulation Of miRNA Metabolic Process (GO:2000630),4/49,0.0019818403632816,0.0345257452761169,0,0,8.198130841121495,51.022947855399714,JUN;TGFB1;FOS;HIF1A
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),5/82,0.0020304827554337,0.0348338997132049,0,0,6.007255655142979,37.24187152316118,PTPRC;CLEC7A;LCP1;LILRA2;THBS1
GO_Biological_Process_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),7/162,0.0020346084424631,0.0348338997132049,0,0,4.200856138205167,26.03460381403963,PTPRC;NRG1;HIF1A;YBX3;CRIP1;TOB1;ZFP36L1
GO_Biological_Process_2023,Nitrogen Compound Transport (GO:0071705),7/163,0.0021066579587566,0.035538840506514,0,0,4.173714910681736,25.7211545993908,SLC11A1;AQP9;TXNIP;SLC16A10;NRG1;SLC38A2;VAMP2
